epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhatten_accuracy,manhatten_accuracy_threshold,manhatten_f1,manhatten_precision,manhatten_recall,manhatten_f1_threshold,manhatten_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
0,0,0.599850411368736,0.2848590612411499,0.6655504395144412,0.4998113919275745,0.9957414829659319,-0.04843747615814209,0.6382095025486476,0.5997257541760159,18.830461502075195,0.6662750692288327,0.5009463722397476,0.9944889779559118,22.533554077148438,0.6378577229852735,0.599850411368736,1.1959439516067505,0.6655504395144412,0.4998113919275745,0.9957414829659319,1.44805908203125,0.6381779908910581,0.599850411368736,0.28485918045043945,0.6655504395144412,0.4998113919275745,0.9957414829659319,-0.04843743517994881,0.6383153081083119
